,CRS_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,FL_NUM,ORIGIN,Weather,DAY_WEEK,DAY_OF_MONTH,TAIL_NUM,FlightStatus
298,7.0,RU,655,EWR,213,01/05/2004,2855,IAD,0,MON,5,N14570,0
299,14.0,RU,1454,EWR,199,01/05/2004,2216,DCA,0,MON,5,N13979,1
300,19.0,RU,2104,EWR,199,01/05/2004,2336,DCA,0,MON,5,N14940,1
301,15.0,RU,1602,EWR,213,01/05/2004,2156,IAD,0,MON,5,N27152,1
302,9.0,RU,855,EWR,213,01/05/2004,3276,IAD,0,MON,5,N14991,0
303,15.0,RU,1617,EWR,199,01/05/2004,2261,DCA,0,MON,5,N15948,1
304,15.0,OH,1455,JFK,184,01/06/2004,5935,BWI,0,TUE,6,N805CA,0
305,12.0,DH,1240,LGA,229,01/06/2004,7208,IAD,0,TUE,6,N307UE,0
306,15.0,DH,1451,LGA,229,01/06/2004,7211,IAD,0,TUE,6,N676BR,0
307,17.0,DH,1752,LGA,229,01/06/2004,7215,IAD,0,TUE,6,N662BR,0
308,6.0,DH,635,LGA,229,01/06/2004,7790,IAD,0,TUE,6,N676BR,0
309,10.0,DH,1034,LGA,229,01/06/2004,7792,IAD,0,TUE,6,N676BR,0
310,8.0,DH,855,JFK,228,01/06/2004,7800,IAD,0,TUE,6,N674BR,0
311,12.0,DH,1237,JFK,228,01/06/2004,7806,IAD,0,TUE,6,N316UE,0
312,15.0,DH,1453,JFK,228,01/06/2004,7808,IAD,0,TUE,6,N315UE,0
313,16.0,DH,1641,JFK,228,01/06/2004,7810,IAD,0,TUE,6,N308UE,0
314,17.0,DH,1756,JFK,228,01/06/2004,7812,IAD,0,TUE,6,N333UE,1
315,21.0,DH,2153,JFK,228,01/06/2004,7814,IAD,0,TUE,6,N694BR,1
316,16.0,DH,1607,JFK,228,01/06/2004,7816,IAD,0,TUE,6,N332UE,0
317,21.0,DH,2118,LGA,229,01/06/2004,7924,IAD,0,TUE,6,N674BR,0
318,15.0,DL,1457,JFK,213,01/06/2004,746,DCA,0,TUE,6,N949DL,0
319,6.0,DL,629,LGA,214,01/06/2004,1740,DCA,0,TUE,6,N223DZ,0
320,7.0,DL,728,LGA,214,01/06/2004,1742,DCA,0,TUE,6,N225DL,0
321,8.0,DL,829,LGA,214,01/06/2004,1744,DCA,0,TUE,6,N242DL,0
322,9.0,DL,930,LGA,214,01/06/2004,1746,DCA,0,TUE,6,N241DL,0
323,10.0,DL,1030,LGA,214,01/06/2004,1748,DCA,0,TUE,6,N223DZ,0
324,11.0,DL,1130,LGA,214,01/06/2004,1750,DCA,0,TUE,6,N225DL,0
325,12.0,DL,1230,LGA,214,01/06/2004,1752,DCA,0,TUE,6,N242DL,0
326,13.0,DL,1327,LGA,214,01/06/2004,1754,DCA,0,TUE,6,N241DL,0
327,14.0,DL,1428,LGA,214,01/06/2004,1756,DCA,0,TUE,6,N223DZ,0
328,15.0,DL,1529,LGA,214,01/06/2004,1758,DCA,0,TUE,6,N225DL,0
329,16.0,DL,1629,LGA,214,01/06/2004,1760,DCA,0,TUE,6,N242DL,0
330,17.0,DL,1728,LGA,214,01/06/2004,1762,DCA,0,TUE,6,N241DL,0
331,18.0,DL,1830,LGA,214,01/06/2004,1764,DCA,0,TUE,6,N223DZ,0
332,19.0,DL,1929,LGA,214,01/06/2004,1766,DCA,0,TUE,6,N225DL,0
333,20.0,DL,2031,LGA,214,01/06/2004,1768,DCA,0,TUE,6,N242DL,0
334,15.0,MQ,1548,JFK,213,01/06/2004,4752,DCA,0,TUE,6,N838MQ,0
335,6.0,MQ,558,JFK,213,01/06/2004,4760,DCA,0,TUE,6,N739MQ,0
336,18.0,MQ,1843,JFK,213,01/06/2004,4784,DCA,0,TUE,6,N704MQ,0
337,7.0,MQ,655,LGA,214,01/06/2004,4952,DCA,0,TUE,6,N707MQ,0
338,8.0,MQ,817,LGA,214,01/06/2004,4954,DCA,0,TUE,6,N614MQ,0
339,9.0,MQ,852,LGA,214,01/06/2004,4956,DCA,0,TUE,6,N724MQ,0
340,11.0,MQ,1100,LGA,214,01/06/2004,4960,DCA,0,TUE,6,N707MQ,0
341,13.0,MQ,1313,LGA,214,01/06/2004,4964,DCA,0,TUE,6,N614MQ,0
342,14.0,MQ,1355,LGA,214,01/06/2004,4966,DCA,0,TUE,6,N846MQ,0
343,15.0,MQ,1535,LGA,214,01/06/2004,4968,DCA,0,TUE,6,N704MQ,1
344,16.0,MQ,1555,LGA,214,01/06/2004,4970,DCA,0,TUE,6,N710MQ,0
345,17.0,MQ,1654,LGA,214,01/06/2004,4972,DCA,0,TUE,6,N734MQ,0
346,19.0,MQ,1904,LGA,214,01/06/2004,4976,DCA,0,TUE,6,N715MQ,0
347,8.0,UA,850,LGA,229,01/06/2004,846,IAD,0,TUE,6,N501UA,0
348,6.0,US,629,LGA,214,01/06/2004,1479,DCA,0,TUE,6,N764UW,0
349,7.0,US,657,LGA,214,01/06/2004,2160,DCA,0,TUE,6,N721UW,0
350,8.0,US,758,LGA,214,01/06/2004,2162,DCA,0,TUE,6,N719UW,0
351,9.0,US,858,LGA,214,01/06/2004,2164,DCA,0,TUE,6,N733UW,0
352,10.0,US,1000,LGA,214,01/06/2004,2166,DCA,0,TUE,6,N754UW,0
353,11.0,US,1056,LGA,214,01/06/2004,2168,DCA,0,TUE,6,N721UW,0
354,12.0,US,1158,LGA,214,01/06/2004,2170,DCA,0,TUE,6,N719UW,0
355,13.0,US,1259,LGA,214,01/06/2004,2172,DCA,0,TUE,6,N733UW,0
356,14.0,US,1357,LGA,214,01/06/2004,2174,DCA,0,TUE,6,N754UW,0
357,15.0,US,1458,LGA,214,01/06/2004,2176,DCA,0,TUE,6,N721UW,0
358,16.0,US,1557,LGA,214,01/06/2004,2178,DCA,0,TUE,6,N719UW,0
359,17.0,US,1657,LGA,214,01/06/2004,2180,DCA,0,TUE,6,N733UW,0
360,18.0,US,1758,LGA,214,01/06/2004,2182,DCA,0,TUE,6,N754UW,0
361,19.0,US,1855,LGA,214,01/06/2004,2184,DCA,0,TUE,6,N721UW,0
362,20.0,US,1958,LGA,214,01/06/2004,2186,DCA,0,TUE,6,N719UW,0
363,21.0,US,2104,LGA,214,01/06/2004,2188,DCA,0,TUE,6,N733UW,0
364,15.0,RU,1451,EWR,169,01/06/2004,2403,BWI,0,TUE,6,N29917,0
365,17.0,RU,1729,EWR,169,01/06/2004,3372,BWI,0,TUE,6,N27962,1
366,7.0,RU,658,EWR,169,01/06/2004,2703,BWI,0,TUE,6,N13958,0
367,10.0,RU,1037,EWR,169,01/06/2004,2303,BWI,0,TUE,6,N12924,0
368,17.0,CO,1740,EWR,199,01/06/2004,814,DCA,0,TUE,6,N24224,1
369,13.0,CO,1256,EWR,199,01/06/2004,808,DCA,0,TUE,6,N38257,0
370,19.0,CO,1856,EWR,199,01/06/2004,816,DCA,0,TUE,6,N59630,1
371,7.0,CO,727,EWR,199,01/06/2004,806,DCA,0,TUE,6,N16648,0
372,8.0,DH,847,EWR,213,01/06/2004,7299,IAD,0,TUE,6,N307UE,0
373,17.0,DH,1705,EWR,213,01/06/2004,7302,IAD,0,TUE,6,N674BR,0
374,12.0,DH,1236,EWR,213,01/06/2004,7303,IAD,0,TUE,6,N645BR,0
375,21.0,DH,2118,EWR,213,01/06/2004,7304,IAD,0,TUE,6,N652BR,0
376,14.0,DH,1435,EWR,213,01/06/2004,7307,IAD,0,TUE,6,N324UE,0
377,6.0,DH,622,EWR,213,01/06/2004,7371,IAD,0,TUE,6,N329UE,0
378,21.0,RU,2222,EWR,199,01/06/2004,2879,DCA,0,TUE,6,N14573,1
379,9.0,RU,859,EWR,199,01/06/2004,2582,DCA,0,TUE,6,N14947,0
380,19.0,RU,1901,EWR,213,01/06/2004,2385,IAD,0,TUE,6,N16147,1
381,15.0,RU,1457,EWR,213,01/06/2004,2156,IAD,0,TUE,6,N11137,0
382,7.0,RU,656,EWR,213,01/06/2004,2855,IAD,0,TUE,6,N17115,0
383,15.0,RU,1644,EWR,199,01/06/2004,2261,DCA,0,TUE,6,N13958,1
384,13.0,RU,1253,EWR,213,01/06/2004,2367,IAD,0,TUE,6,N16911,0
385,14.0,RU,1356,EWR,199,01/06/2004,2216,DCA,0,TUE,6,N12924,0
386,17.0,RU,1656,EWR,213,01/06/2004,2497,IAD,0,TUE,6,N19966,0
387,16.0,RU,1627,EWR,199,01/06/2004,2181,DCA,0,TUE,6,N13969,0
388,6.0,RU,644,EWR,199,01/06/2004,2761,DCA,0,TUE,6,N13118,0
389,15.0,OH,1455,JFK,184,01/07/2004,5935,BWI,0,WEN,7,N983CA,0
390,16.0,DH,1639,JFK,213,01/07/2004,6155,DCA,0,WEN,7,N408FJ,0
391,12.0,DH,1306,LGA,229,01/07/2004,7208,IAD,0,WEN,7,N665BR,0
392,15.0,DH,1445,LGA,229,01/07/2004,7211,IAD,0,WEN,7,N639BR,0
393,17.0,DH,1813,LGA,229,01/07/2004,7215,IAD,0,WEN,7,N684BR,1
394,6.0,DH,640,LGA,229,01/07/2004,7790,IAD,0,WEN,7,N634BR,0
395,10.0,DH,1038,LGA,229,01/07/2004,7792,IAD,0,WEN,7,N328UE,0
396,8.0,DH,831,JFK,228,01/07/2004,7800,IAD,0,WEN,7,N694BR,0
397,12.0,DH,1240,JFK,228,01/07/2004,7806,IAD,0,WEN,7,N309UE,0
398,15.0,DH,1521,JFK,228,01/07/2004,7808,IAD,0,WEN,7,N330UE,0
399,16.0,DH,1638,JFK,228,01/07/2004,7810,IAD,0,WEN,7,N320UE,0
400,17.0,DH,1922,JFK,228,01/07/2004,7812,IAD,0,WEN,7,N332UE,1
401,21.0,DH,2120,JFK,228,01/07/2004,7814,IAD,0,WEN,7,N695BR,0
402,16.0,DH,1606,JFK,228,01/07/2004,7816,IAD,0,WEN,7,N305UE,0
403,15.0,DL,1501,JFK,213,01/07/2004,746,DCA,0,WEN,7,N908DE,0
404,6.0,DL,631,LGA,214,01/07/2004,1740,DCA,0,WEN,7,N223DZ,0
405,8.0,DL,831,LGA,214,01/07/2004,1744,DCA,0,WEN,7,N242DL,0
406,9.0,DL,932,LGA,214,01/07/2004,1746,DCA,0,WEN,7,N225DL,0
407,10.0,DL,1030,LGA,214,01/07/2004,1748,DCA,0,WEN,7,N223DZ,0
408,11.0,DL,1131,LGA,214,01/07/2004,1750,DCA,0,WEN,7,N224DA,0
409,12.0,DL,1231,LGA,214,01/07/2004,1752,DCA,0,WEN,7,N242DL,0
410,13.0,DL,1329,LGA,214,01/07/2004,1754,DCA,0,WEN,7,N225DL,0
411,14.0,DL,1430,LGA,214,01/07/2004,1756,DCA,0,WEN,7,N223DZ,0
412,15.0,DL,1528,LGA,214,01/07/2004,1758,DCA,0,WEN,7,N224DA,0
413,16.0,DL,1629,LGA,214,01/07/2004,1760,DCA,0,WEN,7,N242DL,0
414,17.0,DL,1728,LGA,214,01/07/2004,1762,DCA,0,WEN,7,N225DL,0
415,18.0,DL,1828,LGA,214,01/07/2004,1764,DCA,0,WEN,7,N223DZ,0
416,19.0,DL,1927,LGA,214,01/07/2004,1766,DCA,0,WEN,7,N224DA,0
417,20.0,DL,2030,LGA,214,01/07/2004,1768,DCA,0,WEN,7,N242DL,0
418,15.0,MQ,1530,JFK,213,01/07/2004,4752,DCA,0,WEN,7,N736MQ,0
419,6.0,MQ,555,JFK,213,01/07/2004,4760,DCA,0,WEN,7,N705MQ,0
420,18.0,MQ,1918,JFK,213,01/07/2004,4784,DCA,0,WEN,7,N846MQ,1
421,7.0,MQ,655,LGA,214,01/07/2004,4952,DCA,0,WEN,7,N722MQ,0
422,8.0,MQ,746,LGA,214,01/07/2004,4954,DCA,0,WEN,7,N723MQ,0
423,9.0,MQ,854,LGA,214,01/07/2004,4956,DCA,0,WEN,7,N733MQ,0
424,11.0,MQ,1056,LGA,214,01/07/2004,4960,DCA,0,WEN,7,N722MQ,0
425,13.0,MQ,1256,LGA,214,01/07/2004,4964,DCA,0,WEN,7,N726MQ,0
426,14.0,MQ,1352,LGA,214,01/07/2004,4966,DCA,0,WEN,7,N730MQ,0
427,15.0,MQ,1457,LGA,214,01/07/2004,4968,DCA,0,WEN,7,N703MQ,1
428,16.0,MQ,1624,LGA,214,01/07/2004,4970,DCA,0,WEN,7,N713MQ,1
429,19.0,MQ,2014,LGA,214,01/07/2004,4976,DCA,0,WEN,7,N735MQ,1
430,8.0,UA,849,LGA,229,01/07/2004,846,IAD,0,WEN,7,N567UA,0
431,6.0,US,628,LGA,214,01/07/2004,1479,DCA,0,WEN,7,N754UW,0
432,7.0,US,658,LGA,214,01/07/2004,2160,DCA,0,WEN,7,N725UW,0
433,8.0,US,757,LGA,214,01/07/2004,2162,DCA,0,WEN,7,N722UW,0
434,9.0,US,857,LGA,214,01/07/2004,2164,DCA,0,WEN,7,N744UW,0
435,10.0,US,956,LGA,214,01/07/2004,2166,DCA,0,WEN,7,N720UW,0
436,11.0,US,1058,LGA,214,01/07/2004,2168,DCA,0,WEN,7,N725UW,0
437,12.0,US,1157,LGA,214,01/07/2004,2170,DCA,0,WEN,7,N722UW,0
438,13.0,US,1256,LGA,214,01/07/2004,2172,DCA,0,WEN,7,N744UW,0
439,14.0,US,1354,LGA,214,01/07/2004,2174,DCA,0,WEN,7,N720UW,0
440,15.0,US,1457,LGA,214,01/07/2004,2176,DCA,0,WEN,7,N725UW,1
441,16.0,US,1600,LGA,214,01/07/2004,2178,DCA,0,WEN,7,N722UW,1
442,17.0,US,1656,LGA,214,01/07/2004,2180,DCA,0,WEN,7,N744UW,0
443,18.0,US,1758,LGA,214,01/07/2004,2182,DCA,0,WEN,7,N720UW,0
444,19.0,US,1859,LGA,214,01/07/2004,2184,DCA,0,WEN,7,N725UW,0
445,20.0,US,1959,LGA,214,01/07/2004,2186,DCA,0,WEN,7,N722UW,1
446,21.0,US,2054,LGA,214,01/07/2004,2188,DCA,0,WEN,7,N744UW,0
447,7.0,RU,659,EWR,169,01/07/2004,2703,BWI,0,WEN,7,N15574,0
448,15.0,RU,1459,EWR,169,01/07/2004,2403,BWI,0,WEN,7,N21537,0
449,17.0,RU,1920,EWR,169,01/07/2004,3372,BWI,0,WEN,7,N36915,1
450,10.0,RU,1044,EWR,169,01/07/2004,2303,BWI,0,WEN,7,N18557,1
451,13.0,CO,1255,EWR,199,01/07/2004,808,DCA,0,WEN,7,N14654,0
452,19.0,CO,1948,EWR,199,01/07/2004,816,DCA,0,WEN,7,N60312,1
453,17.0,CO,1813,EWR,199,01/07/2004,814,DCA,0,WEN,7,N76355,1
454,7.0,CO,728,EWR,199,01/07/2004,806,DCA,0,WEN,7,N18622,0
455,8.0,DH,840,EWR,213,01/07/2004,7299,IAD,0,WEN,7,N695BR,0
456,17.0,DH,1725,EWR,213,01/07/2004,7302,IAD,0,WEN,7,N696BR,0
457,12.0,DH,1320,EWR,213,01/07/2004,7303,IAD,0,WEN,7,N696BR,1
458,21.0,DH,2117,EWR,213,01/07/2004,7304,IAD,0,WEN,7,N628BR,0
459,6.0,DH,624,EWR,213,01/07/2004,7305,IAD,0,WEN,7,N301UE,0
460,14.0,DH,1439,EWR,213,01/07/2004,7307,IAD,0,WEN,7,N324UE,0
461,14.0,RU,1352,EWR,199,01/07/2004,2216,DCA,0,WEN,7,N18557,0
462,7.0,RU,731,EWR,213,01/07/2004,2855,IAD,0,WEN,7,N13903,1
463,15.0,RU,1457,EWR,213,01/07/2004,2156,IAD,0,WEN,7,N11150,1
464,9.0,RU,856,EWR,199,01/07/2004,2582,DCA,0,WEN,7,N19966,0
465,13.0,RU,1254,EWR,213,01/07/2004,2367,IAD,0,WEN,7,N13538,0
466,17.0,RU,1654,EWR,213,01/07/2004,2497,IAD,0,WEN,7,N13955,0
467,19.0,RU,1955,EWR,213,01/07/2004,2385,IAD,0,WEN,7,N15527,1
468,6.0,RU,641,EWR,199,01/07/2004,2761,DCA,0,WEN,7,N16147,0
469,21.0,RU,2058,EWR,199,01/07/2004,2879,DCA,0,WEN,7,N14153,0
470,15.0,RU,1521,EWR,199,01/07/2004,2261,DCA,0,WEN,7,N11140,0
471,16.0,RU,1629,EWR,199,01/07/2004,2181,DCA,0,WEN,7,N13538,0
472,15.0,OH,1455,JFK,184,01/08/2004,5935,BWI,0,THU,8,N819cA,0
473,16.0,DH,1640,JFK,213,01/08/2004,6155,DCA,0,THU,8,N418FJ,1
474,12.0,DH,1245,LGA,229,01/08/2004,7208,IAD,0,THU,8,N682BR,0
475,15.0,DH,1706,LGA,229,01/08/2004,7211,IAD,0,THU,8,N662BR,1
476,17.0,DH,1710,LGA,229,01/08/2004,7215,IAD,0,THU,8,N680BR,1
477,21.0,DH,2151,LGA,229,01/08/2004,7684,IAD,0,THU,8,N667BR,1
478,6.0,DH,648,LGA,229,01/08/2004,7790,IAD,0,THU,8,N642BR,0
479,10.0,DH,1036,LGA,229,01/08/2004,7792,IAD,0,THU,8,N639BR,0
480,8.0,DH,852,JFK,228,01/08/2004,7800,IAD,0,THU,8,N631BR,0
481,12.0,DH,1237,JFK,228,01/08/2004,7806,IAD,0,THU,8,N331UE,0
482,15.0,DH,1449,JFK,228,01/08/2004,7808,IAD,0,THU,8,N301UE,0
483,16.0,DH,1639,JFK,228,01/08/2004,7810,IAD,0,THU,8,N308UE,0
484,17.0,DH,1714,JFK,228,01/08/2004,7812,IAD,0,THU,8,N316UE,0
485,21.0,DH,2135,JFK,228,01/08/2004,7814,IAD,0,THU,8,N638BR,0
486,16.0,DH,1609,JFK,228,01/08/2004,7816,IAD,0,THU,8,N320UE,0
487,15.0,DL,1601,JFK,213,01/08/2004,746,DCA,0,THU,8,N962DL,1
488,6.0,DL,628,LGA,214,01/08/2004,1740,DCA,0,THU,8,N223DZ,0
489,7.0,DL,728,LGA,214,01/08/2004,1742,DCA,0,THU,8,N225DL,0
490,8.0,DL,828,LGA,214,01/08/2004,1744,DCA,0,THU,8,N242DL,0
491,9.0,DL,931,LGA,214,01/08/2004,1746,DCA,0,THU,8,N224DA,0
492,10.0,DL,1030,LGA,214,01/08/2004,1748,DCA,0,THU,8,N223DZ,0
493,11.0,DL,1129,LGA,214,01/08/2004,1750,DCA,0,THU,8,N225DL,0
494,12.0,DL,1231,LGA,214,01/08/2004,1752,DCA,0,THU,8,N242DL,0
495,13.0,DL,1328,LGA,214,01/08/2004,1754,DCA,0,THU,8,N224DA,0
496,14.0,DL,1430,LGA,214,01/08/2004,1756,DCA,0,THU,8,N241DL,0
497,15.0,DL,1533,LGA,214,01/08/2004,1758,DCA,0,THU,8,N225DL,0
498,16.0,DL,1630,LGA,214,01/08/2004,1760,DCA,0,THU,8,N242DL,0
499,17.0,DL,1731,LGA,214,01/08/2004,1762,DCA,0,THU,8,N224DA,0
500,18.0,DL,1833,LGA,214,01/08/2004,1764,DCA,0,THU,8,N241DL,0
501,19.0,DL,1928,LGA,214,01/08/2004,1766,DCA,0,THU,8,N225DL,0
502,20.0,DL,2027,LGA,214,01/08/2004,1768,DCA,0,THU,8,N242DL,0
503,15.0,MQ,1524,JFK,213,01/08/2004,4752,DCA,0,THU,8,N723MQ,0
504,6.0,MQ,552,JFK,213,01/08/2004,4760,DCA,0,THU,8,N737MQ,0
505,18.0,MQ,1844,JFK,213,01/08/2004,4784,DCA,0,THU,8,N710MQ,0
506,7.0,MQ,722,LGA,214,01/08/2004,4952,DCA,0,THU,8,N708MQ,0
507,8.0,MQ,759,LGA,214,01/08/2004,4954,DCA,0,THU,8,N707MQ,0
508,9.0,MQ,856,LGA,214,01/08/2004,4956,DCA,0,THU,8,N705MQ,0
509,11.0,MQ,1050,LGA,214,01/08/2004,4960,DCA,0,THU,8,N708MQ,0
510,13.0,MQ,1256,LGA,214,01/08/2004,4964,DCA,0,THU,8,N732MQ,0
511,14.0,MQ,1353,LGA,214,01/08/2004,4966,DCA,0,THU,8,N736MQ,0
512,15.0,MQ,1457,LGA,214,01/08/2004,4968,DCA,0,THU,8,N707MQ,0
513,16.0,MQ,1557,LGA,214,01/08/2004,4970,DCA,0,THU,8,N721MQ,0
514,19.0,MQ,1852,LGA,214,01/08/2004,4976,DCA,0,THU,8,N732MQ,0
515,8.0,UA,848,LGA,229,01/08/2004,846,IAD,0,THU,8,N518UA,0
516,6.0,US,627,LGA,214,01/08/2004,1479,DCA,0,THU,8,N767UW,0
517,7.0,US,658,LGA,214,01/08/2004,2160,DCA,0,THU,8,N727UW,0
518,8.0,US,756,LGA,214,01/08/2004,2162,DCA,0,THU,8,N725UW,0
519,9.0,US,856,LGA,214,01/08/2004,2164,DCA,0,THU,8,N744UW,0
520,10.0,US,958,LGA,214,01/08/2004,2166,DCA,0,THU,8,N719UW,0
521,11.0,US,1057,LGA,214,01/08/2004,2168,DCA,0,THU,8,N727UW,0
522,12.0,US,1157,LGA,214,01/08/2004,2170,DCA,0,THU,8,N725UW,0
523,13.0,US,1259,LGA,214,01/08/2004,2172,DCA,0,THU,8,N744UW,0
524,14.0,US,1408,LGA,214,01/08/2004,2174,DCA,0,THU,8,N719UW,0
525,15.0,US,1457,LGA,214,01/08/2004,2176,DCA,0,THU,8,N727UW,0
526,16.0,US,1557,LGA,214,01/08/2004,2178,DCA,0,THU,8,N725UW,0
527,17.0,US,1733,LGA,214,01/08/2004,2180,DCA,0,THU,8,N770UW,1
528,18.0,US,1758,LGA,214,01/08/2004,2182,DCA,0,THU,8,N719UW,0
529,19.0,US,1916,LGA,214,01/08/2004,2184,DCA,0,THU,8,N725UW,1
530,20.0,US,2031,LGA,214,01/08/2004,2186,DCA,0,THU,8,N738UW,1
531,21.0,US,2059,LGA,214,01/08/2004,2188,DCA,0,THU,8,N770UW,0
532,17.0,RU,1739,EWR,169,01/08/2004,3372,BWI,0,THU,8,N13538,0
533,15.0,RU,1456,EWR,169,01/08/2004,2403,BWI,0,THU,8,N13935,0
534,10.0,RU,1026,EWR,169,01/08/2004,2303,BWI,0,THU,8,N14933,0
535,7.0,RU,655,EWR,169,01/08/2004,2703,BWI,0,THU,8,N15973,0
536,17.0,CO,1728,EWR,199,01/08/2004,814,DCA,0,THU,8,N29717,0
537,7.0,CO,734,EWR,199,01/08/2004,806,DCA,0,THU,8,N11612,0
538,13.0,CO,1255,EWR,199,01/08/2004,808,DCA,0,THU,8,N18658,0
539,19.0,CO,1854,EWR,199,01/08/2004,816,DCA,0,THU,8,N14645,0
540,8.0,DH,838,EWR,213,01/08/2004,7299,IAD,0,THU,8,N674BR,0
541,17.0,DH,1706,EWR,213,01/08/2004,7302,IAD,0,THU,8,N652BR,0
542,12.0,DH,1241,EWR,213,01/08/2004,7303,IAD,0,THU,8,N652BR,0
543,21.0,DH,2120,EWR,213,01/08/2004,7304,IAD,0,THU,8,N695BR,0
544,6.0,DH,622,EWR,213,01/08/2004,7305,IAD,0,THU,8,N332UE,0
545,14.0,DH,1421,EWR,213,01/08/2004,7307,IAD,0,THU,8,N303UE,0
546,15.0,RU,1452,EWR,213,01/08/2004,2156,IAD,0,THU,8,N13132,0
547,19.0,RU,1857,EWR,213,01/08/2004,2385,IAD,0,THU,8,N24103,0
548,13.0,RU,1255,EWR,213,01/08/2004,2692,IAD,0,THU,8,N25504,0
549,16.0,RU,1625,EWR,199,01/08/2004,2181,DCA,0,THU,8,N10575,0
550,6.0,RU,654,EWR,199,01/08/2004,2761,DCA,0,THU,8,N11565,1
551,14.0,RU,1354,EWR,199,01/08/2004,2216,DCA,0,THU,8,N16546,0
552,7.0,RU,707,EWR,213,01/08/2004,2855,IAD,0,THU,8,N14952,0
553,17.0,RU,1700,EWR,213,01/08/2004,2497,IAD,0,THU,8,N12564,0
554,9.0,RU,857,EWR,199,01/08/2004,2582,DCA,0,THU,8,N36915,0
555,21.0,RU,2051,EWR,199,01/08/2004,2879,DCA,0,THU,8,N16954,0
556,15.0,RU,1527,EWR,199,01/08/2004,2261,DCA,0,THU,8,N16963,0
557,15.0,OH,1455,JFK,184,01/09/2004,5935,BWI,0,FRI,9,N812CA,0
558,16.0,DH,1634,JFK,213,01/09/2004,6155,DCA,0,FRI,9,N415FJ,0
559,12.0,DH,1257,LGA,229,01/09/2004,7208,IAD,0,FRI,9,N650BR,0
560,15.0,DH,1608,LGA,229,01/09/2004,7211,IAD,0,FRI,9,N697BR,1
561,17.0,DH,2106,LGA,229,01/09/2004,7215,IAD,0,FRI,9,N658BR,1
562,21.0,DH,2134,LGA,229,01/09/2004,7684,IAD,0,FRI,9,N699BR,0
563,6.0,DH,714,LGA,229,01/09/2004,7790,IAD,0,FRI,9,N647BR,1
564,10.0,DH,1106,LGA,229,01/09/2004,7792,IAD,0,FRI,9,N647BR,0
565,8.0,DH,836,JFK,228,01/09/2004,7800,IAD,0,FRI,9,N667BR,1
566,12.0,DH,1235,JFK,228,01/09/2004,7806,IAD,0,FRI,9,N316UE,0
567,15.0,DH,1454,JFK,228,01/09/2004,7808,IAD,0,FRI,9,N308UE,0
568,16.0,DH,1643,JFK,228,01/09/2004,7810,IAD,0,FRI,9,N311UE,0
569,17.0,DH,1710,JFK,228,01/09/2004,7812,IAD,0,FRI,9,N333UE,0
570,21.0,DH,2115,JFK,228,01/09/2004,7814,IAD,0,FRI,9,N675BR,0
571,16.0,DH,1617,JFK,228,01/09/2004,7816,IAD,0,FRI,9,N309UE,0
572,15.0,DL,1506,JFK,213,01/09/2004,746,DCA,0,FRI,9,N951DL,0
573,6.0,DL,629,LGA,214,01/09/2004,1740,DCA,0,FRI,9,N241DL,0
574,7.0,DL,730,LGA,214,01/09/2004,1742,DCA,0,FRI,9,N224DA,1
575,8.0,DL,832,LGA,214,01/09/2004,1744,DCA,0,FRI,9,N242DL,0
576,9.0,DL,930,LGA,214,01/09/2004,1746,DCA,0,FRI,9,N225DL,0
577,10.0,DL,1032,LGA,214,01/09/2004,1748,DCA,0,FRI,9,N241DL,0
578,11.0,DL,1131,LGA,214,01/09/2004,1750,DCA,0,FRI,9,N224DA,0
579,12.0,DL,1228,LGA,214,01/09/2004,1752,DCA,0,FRI,9,N222DZ,0
580,13.0,DL,1329,LGA,214,01/09/2004,1754,DCA,0,FRI,9,N225DL,0
581,14.0,DL,1432,LGA,214,01/09/2004,1756,DCA,0,FRI,9,N241DL,0
582,15.0,DL,1530,LGA,214,01/09/2004,1758,DCA,0,FRI,9,N221DL,0
583,16.0,DL,1633,LGA,214,01/09/2004,1760,DCA,0,FRI,9,N222DZ,0
584,17.0,DL,1735,LGA,214,01/09/2004,1762,DCA,0,FRI,9,N225DL,0
585,18.0,DL,1829,LGA,214,01/09/2004,1764,DCA,0,FRI,9,N241DL,0
586,19.0,DL,1931,LGA,214,01/09/2004,1766,DCA,0,FRI,9,N221DL,0
587,20.0,DL,2030,LGA,214,01/09/2004,1768,DCA,0,FRI,9,N222DZ,0
588,15.0,MQ,1535,JFK,213,01/09/2004,4752,DCA,0,FRI,9,N708MQ,0
589,6.0,MQ,558,JFK,213,01/09/2004,4760,DCA,0,FRI,9,N801MQ,0
590,18.0,MQ,1851,JFK,213,01/09/2004,4784,DCA,0,FRI,9,N736MQ,1
591,8.0,MQ,843,LGA,214,01/09/2004,4954,DCA,0,FRI,9,N731MQ,1
592,9.0,MQ,851,LGA,214,01/09/2004,4956,DCA,0,FRI,9,N715MQ,0
593,11.0,MQ,1141,LGA,214,01/09/2004,4960,DCA,0,FRI,9,N713MQ,1
594,13.0,MQ,1252,LGA,214,01/09/2004,4964,DCA,0,FRI,9,N715MQ,0
595,14.0,MQ,1359,LGA,214,01/09/2004,4966,DCA,0,FRI,9,N739MQ,0
596,15.0,MQ,1503,LGA,214,01/09/2004,4968,DCA,0,FRI,9,N712MQ,0
